_id,b_cate,book_author,book_desc,book_href,book_img,book_press,book_price,s_cate,s_href,title
5a3a62ee1d41c8707540af00,经济管理,穆林娟 任晨煜 著,　　《财务知识轻松学：零基础财务报表分析（第2版）》对如何读懂和分析财务报表做了从入门到精通的详细解读，不仅介绍了读懂财报必须掌握的基本知识，还引入大量实例对三大报表及其背后的关系进行详细解说。贯穿全书的各类读财报小贴士和小案例，更可帮助读者慧眼识别财报的门道和潜在风险。,http://snbook.suning.com/web/prd/129854248.htm,http://snbook.suning.cn/pic/129/854/248/129854248_l.jpg,机械工业出版社,9,会计,http://snbook.suning.com//web/trd-fl/101007/103.htm,零基础财务报表分析（第2版）
5a3a62ee1d41c8707540af01,时尚生活,谢志强 编著,得体周到的礼仪是女人美丽、优雅和魅力的根基所在。这种魅惑就体现在女性待人接物彬彬有礼落落大方的礼仪之间，女性温婉生动的魅力正如氤氲在完美礼仪之中的一缕淡雅而温煦的香氛，浸透于日常生活的每个角落，它并不夺人眼目，却有着磁铁般的吸引力，散发出幽远而诱人的气味，从而使一个平凡的女性也能在彬彬有礼的日常生活中展现出持久而永恒的魅力。知礼守礼的女人当然是有魅力的女人。,http://snbook.suning.com/web/prd/108901863.htm,http://snbook.suning.cn/pic/108/901/863/108901863_l.jpg,大众文艺出版社,2.5,美丽装扮,http://snbook.suning.com//web/trd-fl/100601/63.htm,靓女的礼仪与魅力修养
5a3a62ef1d41c8707540af02,青春,商夏周,我爱上你，就像飞鸟恋上鱼。当熬过象牙塔，亲历大都市的冰冷与繁华，请允许渺小的我亲手埋葬爱情！每个人的青春，都有一首周杰伦！相爱了那么多年，最后还是不能在一起。学霸沐芷和学渣赵可以的青春，是伴随周杰伦成长的一路青春。他们的爱情，从蔡依林开始到昆凌结束，12年想必也是所有人的爱情和青春。他们的故事，是一部漫长的电影，也是令所有人感怀的青春回忆。在不久以后，它将会出现在大银幕上，唤起更多人的共鸣和泪点。,http://snbook.suning.com/web/prd/129871827.htm,http://snbook.suning.cn/pic/129/871/827/129871827_l.jpg,江苏凤凰文艺出版社,6.99,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,对不起，不能再喜欢你了
5a3a62ef1d41c8707540af03,青春,苏苏,　　在父母的葬礼上看到安亦铭的那一刻，顾芗就知道自己的机会来了，风雨飘摇的家族保护伞也来了，面对这个她并不熟悉的男人，她毫不犹豫的让自己的弟弟跪在他面前喊了三声干爹，自己也当着众人的面清脆的叫了一声：“干爹！”　　自此青年才俊安亦铭被干爹了，还是被一个自己默默爱了十年的女孩“干爹”了，安亦铭觉得自己的人生没有比这更讽刺的事情了。　　可看到他就害怕的小姑娘竟然主动靠近他，他就心甘情愿接受了这一切，给予她需要的一切资源和保护，认真的当一个好‘干爹’，甚至送她去和与男友亲密约会，可是在她要订婚的前一晚，他终于明白自己对顾芗早已爱入骨髓，无法放手，这一晚，他印上她的唇，告诉她：“这是你欠我的。”,http://snbook.suning.com/web/prd/129871739.htm,http://snbook.suning.cn/pic/129/871/739/129871739_l.jpg,中国书籍出版社,3.99,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,顾念心安
5a3a62ef1d41c8707540af04,少儿,王志艳,本套图书内容包罗万象，形式丰富多彩。它既是人们认识世界、感知历史、触摸时空和超越未来的组合工具，又是聆听历史和探索未来的一条捷径，同时也是家长引领孩子成长的教育指南。,http://snbook.suning.com/web/prd/123005869.htm,http://snbook.suning.cn/pic/123/5/869/123005869_l.jpg,天津人民出版社,2.4,科普/百科,http://snbook.suning.com//web/trd-fl/101407/125.htm,人文百科知识博览
5a3a62ef1d41c8707540af05,青春,静悠,　　静悠《你若安好》唯美姊妹篇任时光匆匆流去《我只喜欢你》蓦然回首，那许多年，我只想贴在你耳畔，对你轻轻说一句，我只喜欢你，只，喜欢的是你。（随书附赠精美海报、明信片、书签）他与她相遇在美好的年华，本以为此生会执手到老。然而命运无常，她从他的世界消失，自此杳无音。而他发了疯般地找她，如同一只困兽。　　一别四年，这四年里，他从未有一天停止过对她的思念，更没有放弃任何寻找她的机会。他总想着，有那么一天，可以再次见到她。哪怕她已嫁作他人……,http://snbook.suning.com/web/prd/129871911.htm,http://snbook.suning.cn/pic/129/871/911/129871911_l.jpg,北京联合出版公司,6.99,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,我只喜欢你
5a3a62f01d41c8707540af06,养生健康,袁堂欣 编著,减肥养颜是一个永恒的话题，时时刻刻都需要进行着，一点都不能耽误，想要变漂亮的你一定不要错过这个时间哦。合理的分配饮食与时间就能适当的排出体内的多余脂肪，让你在享受美食的过程中轻松完成减肥、美白、去水肿、防暗疮的保养工作。减肥养颜一步到位，健康吃出来。,http://snbook.suning.com/web/prd/108901843.htm,http://snbook.suning.cn/pic/108/901/843/108901843_l.jpg,大众文艺出版社,3.5,营养美食,http://snbook.suning.com//web/trd-fl/100804/87.htm,中华营养百味：健康瘦身食谱
5a3a62f01d41c8707540af07,时尚生活,【法】奕夫,本书是国际烹饪师、瑜伽哲学导师奕夫多年沉思与实践的积淀。作者将自己如何走上素食的道路、如何在环球之旅中被激发出对于素食烹饪的热情、如何在素食烹饪过程中融入瑜伽智慧的经过娓娓道来，并以严肃真诚的态度，探讨了中国人的素食传统与向往“天人合一”的古老东方文化之间的关系，思考人类在自然当中的灵性身份，探索如何通过素食的方式，建立起感恩和尊重生命的态度，培养质朴而健康的生活方式，唤醒人们对生命、资源、自然环境的珍视。在书的最后，作者提供了16道简单易做且美味营养的素食菜谱，愿读者能充分感受素食的美好。,http://snbook.suning.com/web/prd/129855409.htm,http://snbook.suning.cn/pic/129/855/409/129855409_l.jpg,新世界出版社,11.14,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,爱的作料：一个法国人的素食沉思录
5a3a62f01d41c8707540af08,时尚生活,李占强,本书汇百家之所长，列举的菜式都是普通的家常菜，做法简单易学，让您可以在自家的厨房里，利用最简单的器具，轻松制作出好吃、好看、好营养、好创意的各种家常菜。您只需要举一反三，便能让普通的家常菜因独特的做法而与众不同。,http://snbook.suning.com/web/prd/107822869.htm,http://snbook.suning.cn/pic/107/822/869/107822869_l.jpg,大众文艺出版社,3.5,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,天天营养百味：风味百姓菜
5a3a62f11d41c8707540af09,时尚生活,李占强,随着社会的发展、生活水平的提高，人们越来越重视精致生活，随之对一日三餐也有了更高的要求，不再只是停留在吃饱上，而是追求精品菜式。为满足广大群众的这一需求，本书特别介绍了大量家庭常吃的精品素菜，这些菜都是根据现代人群的饮食结构和营养需要精心调配而成。,http://snbook.suning.com/web/prd/107824763.htm,http://snbook.suning.cn/pic/107/824/763/107824763_l.jpg,大众文艺出版社,3.5,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,精品素菜
5a3a62f11d41c8707540af0a,经济管理,艾尔弗雷德·拉帕波特 著,　　如今的商业领袖整天在为季度赢利指标和当前股价头痛不已。其原因在于：相对于长期价值创造，目前上市公司提供的激励方案一般都专注于公司的短期利润。没有什么比这更能伤害企业和整体经济了。最近几十年来，对这一议题，很少有人像拉帕波特一样做出如此多的贡献。拉帕波特既是一位开创价值管理原则的先驱，也是一名力推以长期股东价值来驱动公司战略的知名作家。他的新作《谁绑架了上市公司》堪称一声号角，必将市场引向创造长期价值的大道。　　拉帕波特的解决方案简单且深刻：商业领袖应该确保公司、投资机构管理层的利益同股东、受益人的利益保持一致。他的计划包括：　　让高管和董事会将长期价值创造定为公司治理的目标；　　为CEO、运营单位主管和一线员工提供一份只有在创造长期价值时才能受益的激励方案；　　财务报告应更具相关性且更透明；　　采用业绩费率结构，将投资经理的利益与公司所有者的利益连在一起；　　确保积极管理型基金在将投资头寸集中的同时延长投资期限，以提高份额持有者的长期回报。　　如果企业界和投资界的领袖对短期主义的问题不闻不问，那么将会有更多金融危机出现，而且它们很可能比2008年的金融雪崩更为严重、影响更广。　　目前需要我们做出选择：到底是继续以经济活力、个人财务安全甚至是自由市场体系为代价去追逐短期利润，还是按照本书所指出的负责任的道路，通过创新来实现企业的长期价值与成长？,http://snbook.suning.com/web/prd/129855867.htm,http://snbook.suning.cn/pic/129/855/867/129855867_l.jpg,机械工业出版社,18,金融投资,http://snbook.suning.com//web/trd-fl/101006/102.htm,谁绑架了上市公司：创造股东长期价值
5a3a62f11d41c8707540af0b,时尚生活,Hana著，卤猫绘,《吃早餐，彻底改变了我》是hana和卤猫一起呈现给我们的提倡健康生活方式的书！　　Hana用文字表述了自己多年做早餐的心得，以及因为吃早餐而改变了自己的生活习惯，这些习惯的改变带给自己生活正能量。　　卤猫用自己治愈的插画，把hana的早餐制作过程表现出来。让读者在欣赏正能量文字的同时，也可以参照hana一年四季的早餐搭配来自己做早餐。　　这本书里收录了60个早餐方案，也是60个心情故事。一年四季，根据气候的转变来给自己做不同类型的早餐。日系早餐，时尚早餐，年轻人喜欢想要学着做的早餐！60道早餐做法，营养又方便，更附上一年四季果酱做法。60个帮你改变自己的生活习惯小故事。温暖、生活、治愈。,http://snbook.suning.com/web/prd/129018661.htm,http://snbook.suning.cn/pic/129/18/661/129018661_l.jpg,中国华侨出版社,6,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,吃早餐，彻底改变了我
5a3a62f11d41c8707540af0c,时尚生活,甘智荣,　　对于快要成为妈妈或刚刚成为妈妈的你来说，“哪些是最适合食用的菜肴”这个问题不仅重要，而且对母体和宝宝一生的健康都有很大的影响。《备孕怀孕营养餐315例（超值版）》重点针对这个问题，根据每一个阶段孕产妇的一般特点，列举了孕产妇适合吃的菜肴。　　在备孕期、孕早期、孕中期、孕晚期以及产褥期阶段，我们都相应列举了本阶段适宜孕产妇的营养食谱，每一道食谱都详细介绍了制作材料和制作过程。而且对其中一些食谱列举了专家的点评，让你更好地了解这道食谱的营养与功效。再配上精美、清晰的图片，让即使是烹调知识并不丰富的备孕妈妈、准妈妈以及新手妈妈们，也能成功制作出一道道营养又美味的菜肴，从而确保孕产妇的身体健康，孕育出健康、聪明的宝宝。　　此外，《备孕怀孕营养餐315例（超值版）》还阐述了孕妇必须补充的16种关键营养素，即蛋白质、脂肪、碳水化合物、膳食纤维、维生素A、维生素B，、维生素B2、维生素B6、维生素C、维生素D、维生素E、维生素K、叶酸、DHA、钙和铁。对每一种营养素，都相应介绍了其功效、孕产妇缺乏该营养素的影响，以及建议每日摄取该营养素的量。,http://snbook.suning.com/web/prd/129864320.htm,http://snbook.suning.cn/pic/129/864/320/129864320_l.jpg,江苏凤凰科学技术出版社有限公司,5.96,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,备孕怀孕营养餐315例
5a3a62f11d41c8707540af0d,时尚生活,傅杰英,根据中医体质理论，作者针对八种不同体质（平和、阳虚、阴虚、气虚、气郁、湿热、痰湿、血瘀）的特点和差异，指出了八种不同体质的女性在美容中遇到的问题及优势，并给出了有效、安全、实用的保养方法。针对女性的皮肤出油、干燥，痤疮、粉刺、黑眼圈、黄褐斑等皮肤问题，以及不同体质的女性在肥胖、消瘦等身材管理问题上，作者给每种体质的女性列出了系统的养护方法，不仅分析了这些问题产生的体质根源，并利用艾灸、按摩、食疗等方法给以个性化和针对性的保养技巧和妙方，让爱美的女人都利用体质去美容，才能获得由内而外的美丽。,http://snbook.suning.com/web/prd/129855669.htm,http://snbook.suning.cn/pic/129/855/669/129855669_l.jpg,江苏人民,0.99,美丽装扮,http://snbook.suning.com//web/trd-fl/100601/63.htm,美啊，请你停一停：中医体质美容使用手册
5a3a62f11d41c8707540af0e,时尚生活,仲致诚,这是指导广大群众选择膳食的基础和原则，为了饮食合理、健康，翻翻这本书，了解不同菜肴的烹调方式，特别是每道菜中能量和营养素的含量多少，根据各自的需要，合理，科学地选择适合自己的膳食及营养搭配。　　让营养膳食的意识在你心中扎根，让食物多样、营养素平衡的膳食保障你和家人的健康！,http://snbook.suning.com/web/prd/105597741.htm,http://snbook.suning.cn/pic/105/597/741/105597741_l.jpg,中国轻工业出版社,3.99,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,营养家常菜1288例
5a3a62f21d41c8707540af0f,青春,花清晨,有人爱得平淡，有人爱得热烈，也有人爱得如此别扭。似乎怎么看都不顺眼的人，目光却总是不由自主地飘向他，因为喜欢，因为在乎，所以才总是针锋相对吧。普通人的平凡爱情，自有普通人的幸福和感动。　　一条内裤引发的“血案”；　　笑料百出的都市轻喜剧力作；　　且看吝啬女与毒舌男无法摆脱的孽缘。　　事业一帆风顺，没事存存小钱，顺便找找金龟的袁润之，在老板的一声命令下，滚去做了新来市场总监的助理。当对上新来市场总监那双妖异的琥珀色眼眸时，她恨不得跳起来撕烂他那张祸害人间的脸，因为就是这个男人的内裤好死不死地盖在她脸上，害她总是霉运不断，尽遇烂桃花。　　袁润之总是与他针锋相对，这让纪言则觉得很伤脑筋，他不得不经常出其不意地想些怪招来折磨脑袋不开窍的小师妹，提醒她，究竟是谁像只顽固的小强一样闯进他的生活，常年占据他的心头，赶都赶不走。,http://snbook.suning.com/web/prd/123161595.htm,http://snbook.suning.cn/pic/123/161/595/123161595_l.jpg,江苏文艺出版社,3.61,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,哦，这该死的缘
5a3a62f21d41c8707540af10,青春,蔡骏工作室,夜深人静，一个人缓缓爬上一幢30层高的大厦楼顶，跨上边沿的矮墙，他慢慢直起身子，巨大的气流撕扯着衣裤，发出“咧咧”的声响。看着脚下灯火辉煌的城市，他无限感慨地叹了口气，然后闭上眼睛身子慢慢向前倒下。此时天穹仿佛被激怒一般，打起了巨大的闪电，在蓝色和白色交织的世界中，男孩终于醒悟过来，自己是头朝下从很高的地方做自由落体运动！,http://snbook.suning.com/web/prd/107402963.htm,http://snbook.suning.cn/pic/107/402/963/107402963_l.jpg,吉林出版社,1.99,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,狄小杰侦探社2
5a3a62f21d41c8707540af11,青春,李祺梁璐,《边旅行边恋爱》内容简介：备感压力，得像日记一样写，全凭着心里话。要放下，得首先拿起。我得拿起一年，再放下，无异于举重。另外，我得有赤裸的勇气。重写旅行日记，将面对更多的人。我需要贴着纸背，回忆跟好朋友深夜长谈的日子。失去思绪的时候，我要用最后的率真与无所谓，抛弃我所恐惧的责怪。“傻瓜，没人责怪你。”朋友们总是颇有私心地把我宠得张牙舞爪。,http://snbook.suning.com/web/prd/121596643.htm,http://snbook.suning.cn/pic/121/596/643/121596643_l.jpg,中国画报出版社,3,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,边旅行边恋爱
5a3a62f21d41c8707540af12,时尚生活,“家常美食丛书”编写组,粥不仅有果腹充饥的功能，还具有养生保健的功效，喝粥是一种传统的养生方式。在中国已经有几千年的历史。传统意义上的粥都是由五谷杂粮制作的。但是现在随着人们饮食生活的丰富，粥的做法不断发展，种类迅速增加，在五谷杂粮的基础上又添加了肉类、蔬菜、水果、鲜花、中草药等，大大丰富了粥的营养成分，令粥不仅富含碳水化合物，还有蛋白质、氨基酸、脂肪酸、多种维生素以及钙、锌等很多矿物质。,http://snbook.suning.com/web/prd/108276591.htm,http://snbook.suning.cn/pic/108/276/591/108276591_l.jpg,中国轻工业出版社,2.99,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,家常养生粥
5a3a62f31d41c8707540af13,时尚生活,李宏 编著,凉拌菜其历史文化深远得多，可追溯到周朝和先秦时期。每一道凉菜，吃的不仅仅是食物的本身，调味料才是灵魂所在。糖、香油、醋、盐、辣椒油等调味的多或少，赋予了每一道凉菜不同的味道。吃前将各种食材连同酱汁拌均匀，酸、辣、甜、麻香味儿在口腔中散发开来，醒胃又养生。,http://snbook.suning.com/web/prd/108901912.htm,http://snbook.suning.cn/pic/108/901/912/108901912_l.jpg,大众文艺出版社,3.5,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,爽口凉拌菜
5a3a62f31d41c8707540af14,时尚生活,袁堂欣 编著,最常吃、最经典的家常美食，最全面、最深入的菜品解析，营养知识，烹饪技法，厨事窍门，集权威专家与身边百姓共同的智慧，对各类食品进行分类阐述，详细介绍各种烹饪方法，简单实用，通俗易懂。主食的做法更是深入浅出，让读者即学即会。倾力打造出让你一学就会的家常菜谱！,http://snbook.suning.com/web/prd/108901828.htm,http://snbook.suning.cn/pic/108/901/828/108901828_l.jpg,大众文艺出版社,3.5,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,中华营养百味：家常美味主食
5a3a62f31d41c8707540af15,时尚生活,梁登峰,《看体质喝汤1000款》中介绍了1000款营养美味的养生汤水，配合简明扼要的制作方法，令读者在忙碌的工作生活中，也能轻松享用到适合自己的养生食疗。《看体质喝汤1000款》分为养生保健与祛病食疗两部分，养生保健着重不同人群，如学生、老年人、孕产妇等的养生需求，祛病食疗着重各种疾病的日常调理需要，如高血压病、糖尿病、冠心病等。《看体质喝汤1000款》最大的特色是加入了体质分类，不同体质的人即使患的是同一疾病，处方用药也大不相同，在养生上也是如此。编者在每一款养生汤水的介绍中都标示了适宜人群，更符合现代的养生需求。根据附录的《中医体质分类与判定》，读者可以简明清晰地判定体质，因人制宜，喝对汤保健康。,http://snbook.suning.com/web/prd/107186712.htm,http://snbook.suning.cn/pic/107/186/712/107186712_l.jpg,安徽科学技术出版社,9.12,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,看体质喝汤1000款
5a3a62f31d41c8707540af16,时尚生活,邓渠,吃出健康，品出美味！“时尚美食系列”为都市白领提供最倾心的美食享受。,http://snbook.suning.com/web/prd/105597704.htm,http://snbook.suning.cn/pic/105/597/704/105597704_l.jpg,中国轻工业出版社,2.4,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,百变素菜
5a3a62f31d41c8707540af17,时尚生活,“现代人·大众美食”编写组,粥，既是普遍又实惠的主食，又是养生保健的佳品。它清淡软糯、极易消化，对幼儿、孕产妇、老人及脾胃虚弱者尤为适宜。粥还可以作为滋补品，具有极好的食疗功效。,http://snbook.suning.com/web/prd/105597706.htm,http://snbook.suning.cn/pic/105/597/706/105597706_l.jpg,中国轻工业出版社,3,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,家常好粥——现代人·大众美食
5a3a62f41d41c8707540af18,青春,蔡骏,2020年。我隐居在一个秘密的地方。在这里，我有很多朋友，也有很多敌人。他们中的绝大多数，并不知道我的名字，更不知道我在写小说。写作中的无数个白昼，我痴痴地凝望灰色天空，脑中记忆却一片空白。我不停地问自己：“人生是什么？”“我们生下来，然后又死掉。”我想，这才是真理。于是，我从永远不曾变过的恶梦中惊醒——梦见自己站在一条深深的沟前，黑夜里晦暗的烟雾弥漫，如变化莫测的幻影，紧紧缠绕于我的左右。每次这样迷惘地醒来，仿佛依然活在许多年前，只是眼前蒙着厚厚的灰尘，如同隐身于荒野的蔓草丛中。也惟有此时此刻，我才能回首上辈子似的前尘往事，拨开女人乱发般野蛮生长的藤蔓，看到那双充满泪水的谜一样的眼睛，看到十年前被埋葬入土的往事，看到一幕幕无比真实的幻觉。这个故事里所有真相，也包括所有幻觉，都被埋葬在魔女区。二十五年前。。。。。。。,http://snbook.suning.com/web/prd/107403047.htm,http://snbook.suning.cn/pic/107/403/47/107403047_l.jpg,南海出版公司,4.99,青春文学,http://snbook.suning.com//web/trd-fl/100401/58.htm,谋杀似水年华
5a3a62f41d41c8707540af19,时尚生活,邓渠,吃出健康，品出美味！“时尚美食系列”为都市白领提供最倾心的美食享受。喜好更换，如橘子汁、菠萝汁、柠檬汁等。,http://snbook.suning.com/web/prd/105597705.htm,http://snbook.suning.cn/pic/105/597/705/105597705_l.jpg,中国轻工业出版社,2.4,美食,http://snbook.suning.com//web/trd-fl/100603/65.htm,百变凉菜
